month_date_yyyymm,postal_code,zip_name,nielsen_hh_rank,hotness_rank,hotness_rank_mm,hotness_rank_yy,hotness_score,supply_score,demand_score,median_days_on_market,median_days_on_market_mm,median_dom_mm_day,median_days_on_market_yy,median_dom_yy_day,median_dom_vs_us,ldpviews_per_property_mm,ldpviews_per_property_yy,ldpviews_per_property_vs_us,median_listing_price,median_listing_price_mm,median_listing_price_yy,median_listing_price_vs_us
202005,94582,"san ramon, ca",2023,1075,-271,1647,85.158573,99.4478267,70.86931899,20,-0.3939,-13,-0.2,-5,-51,-0.0688,0.3772,1.2921,1129050,0.0135,-4.00E-04,3.4222
202005,94552,"castro valley, ca",8047,155,,130,95.809146,97.09755062,94.52074189,28,-0.1765,-6,0.8065,12.5,-43,0.018,0.2571,2.2247,1150050,0.011,-0.0523,3.4859
202005,94533,"fairfield, ca",199,201,2079,1402,94.984426,96.07107461,93.89777715,30,-0.3478,-16,0.0714,2,-41,0.7067,0.7615,2.1573,440000,-0.0688,0.0352,1.3336
202005,94601,"oakland, ca",1526,7769,-485,-1480,47.118788,49.30624381,44.9313323,70,0.1024,6.5,0.5217,24,-1,0.1049,0.026,0.8876,645050,0.1685,0.0768,1.9551
202005,94553,"martinez, ca",700,514,-320,-75,90.917457,90.35820473,91.47670961,39,0.2381,7.5,0.3448,10,-32,-0.0303,-0.0974,1.9775,649050,0.0835,0.0818,1.9673
202005,94521,"concord, ca",1439,352,56,445,92.920855,93.5579782,92.28373213,35,0.0294,1,0.4,10,-36,0.164,0.3407,2.0337,698050,-0.0237,0.0458,2.1158
202005,94549,"lafayette, ca",3882,554,1893,538,90.584737,98.68327906,82.48619567,23,-0.5818,-32,-0.3134,-10.5,-48,-0.0569,-0.0754,1.5843,1875050,5.00E-04,0.1336,5.6835
202005,94618,"oakland, ca",6117,3491,-2304,-2605,68.752655,97.09755062,40.40775874,28,0.4,8,1.3333,16,-43,-0.2332,-0.3648,0.8315,1249050,0.0518,-0.0099,3.786
202005,94621,"oakland, ca",4713,6292,-4127,-5420,54.689933,47.54353674,61.83633017,71,0.3786,19.5,1.898,46.5,0,-0.2862,-0.2231,1.1348,499050,0.0236,0.1498,1.5126
202005,94806,"san pablo, ca",573,736,803,-317,88.790174,90.35820473,87.22214357,39,-0.093,-4,1.1081,20.5,-32,0.2218,0.079,1.764,499550,0.001,0.0363,1.5141
202005,94801,"richmond, ca",4554,4295,1220,1057,64.32111,77.08480816,51.55741186,50,0.0638,3,0.3158,12,-21,0.3083,0.2254,0.9775,515050,-0.0374,-0.112,1.5611
202005,94545,"hayward, ca",4571,360,-301,379,92.782812,88.05040351,97.51522016,42,0.7143,17.5,1.1538,22.5,-29,0.2237,0.8594,2.6742,699050,-0.0071,-0.0013,2.1188
202005,94563,"orinda, ca",6671,1665,2116,-235,80.369531,93.5579782,67.18108452,35,-0.3269,-17,0.1864,5.5,-36,0.1354,-0.084,1.2247,2395050,-0.0419,0.3328,7.2598
202005,94520,"concord, ca",2603,163,-130,268,95.596772,95.59677191,95.59677191,31,0.4091,9,0.3191,7.5,-40,0.0146,0.3082,2.3371,520045,-0.0161,0.1555,1.5762
202005,94566,"pleasanton, ca",1308,1362,1643,1415,82.932182,95.59677191,70.26759167,31,-0.4038,-21,0.0508,1.5,-40,0.0133,0.2955,1.2809,1250050,-0.0347,-0.0869,3.789
202005,94597,"walnut creek, ca",3891,1091,-91,10,85.02053,95.15786493,74.88319411,32,-0.0725,-2.5,0.1429,4,-39,0.0293,-0.0277,1.382,889050,0.0343,0.0659,2.6948
202005,94301,"palo alto, ca",5849,4301,-421,-724,64.296333,81.79243947,46.80022653,46,-0.08,-4,0.2778,10,-25,-0.105,-0.0847,0.9101,4495050,0.0101,0.0045,13.6253
202005,94087,"sunnyvale, ca",480,5211,-944,951,59.970976,97.87625655,22.06569446,26,0.2381,5,0.5294,9,-45,-0.0092,0.3012,0.6067,1950050,-0.024,0.0894,5.9109
202005,94611,"oakland, ca",894,933,-373,71,86.599179,98.68327906,74.51507858,23,-0.2698,-8.5,-0.1786,-5,-48,-0.0758,-0.0651,1.3708,1425050,0.0759,-0.0216,4.3195
202005,94519,"concord, ca",6594,389,-136,329,92.428855,92.80758884,92.05012035,36,0.2203,6.5,0.2414,7,-35,0.1576,0.1613,2.0225,630049,0.0642,0.0553,1.9097
202005,94531,"antioch, ca",2632,1324,408,-65,83.204729,91.91561659,74.49384114,37,-0.1494,-6.5,0.6087,14,-34,-0.0041,0.0796,1.3708,559050,0.0258,0.0234,1.6945
202005,94028,"portola valley, ca",11414,10081,-1674,-235,33.668413,41.70324225,25.63358346,76,0.2773,16.5,0.3945,21.5,5,0.0642,0.0841,0.6517,4295050,-0.0836,0.1156,13.0191
202005,94306,"palo alto, ca",3515,4316,-445,-914,64.2397,94.4428713,34.03652839,34,-0.0685,-2.5,0.0968,3,-37,-0.0219,-0.1829,0.7528,2799050,0.0088,-0.1875,8.4844
202005,95051,"santa clara, ca",416,5684,-2593,78,57.542829,94.4428713,20.64278635,34,0.283,7.5,0.4167,10,-37,-0.2409,0.0505,0.5843,1350050,-0.035,0.0437,4.0921
202005,94568,"dublin, ca",1043,1734,361,-186,79.96956,95.15786493,64.78125442,32,-0.0154,-0.5,0.1429,4,-39,0.2069,-0.0498,1.1798,930050,-0.0426,-0.0258,2.819
202005,94587,"union city, ca",338,1771,725,916,79.665156,92.80758884,66.52272405,36,-0.0886,-3.5,0.3585,9.5,-35,0.1803,0.2632,1.2135,879050,-5.00E-04,0.0629,2.6644
202005,94602,"oakland, ca",2916,1025,1092,-552,85.583322,92.80758884,78.35905423,36,-0.191,-8.5,2,24,-35,0.1593,-0.0368,1.4719,899050,0.1044,0.1322,2.7251
202005,94086,"sunnyvale, ca",635,6482,-600,652,53.734249,96.07107461,11.39742319,30,0,0,0.1765,4.5,-41,-0.0575,0.1233,0.4607,1475050,0.0417,-0.0163,4.4711
202005,94803,"el sobrante, ca",4742,445,49,367,91.745717,92.80758884,90.68384539,36,0.0909,3,0.2203,6.5,-35,0.2155,0.1429,1.9326,619050,0.036,0.0628,1.8763
202005,94025,"menlo park, ca",1330,5441,-367,-1705,58.813535,95.15786493,22.46920572,32,-0.2,-8,0.1636,4.5,-39,-0.1074,-0.2552,0.6067,2495050,0.0065,0.1119,7.5629
202005,94544,"hayward, ca",242,1570,-682,1151,81.084525,88.05040351,74.11864647,42,0.1351,5,0.377,11.5,-29,-0.0936,0.3297,1.3596,699950,0.005,-0.0142,2.1216
202005,94513,"brentwood, ca",584,2247,297,-708,76.376894,69.34730285,83.4064845,56,0.2043,9.5,0.8065,25,-15,0.3302,0.2017,1.6067,689050,-0.0043,0.0251,2.0885
202005,94551,"livermore, ca",1974,607,40,729,90.025485,88.05040351,92.00056633,42,0.1667,6,0.1667,6,-29,0.2431,0.1623,2.0112,770597,-0.0308,0.0777,2.3357
202005,94609,"oakland, ca",4363,3405,-629,-534,69.177403,98.06031431,40.29449243,25,0.0204,0.5,0.6667,10,-46,0.0278,-0.0199,0.8315,1068938,0.0333,0.2894,3.24
202005,94518,"concord, ca",3998,2239,-550,187,76.429987,67.47132946,85.38864505,57,0.2258,10.5,0.4615,18,-14,0.0753,0.25,1.6854,665050,0.0231,-0.0946,2.0158
202005,94804,"richmond, ca",1901,2252,-757,304,76.337958,86.8327906,65.84312615,43,1,21.5,0.303,10,-28,0.1823,0.0808,1.2022,510050,0.0231,0.0231,1.5459
202005,94541,"hayward, ca",334,449,102,1723,91.699703,90.35820473,93.04120062,39,0.04,1.5,0.1818,6,-32,0.1239,0.7302,2.0899,699050,0.06,-0.0057,2.1188
202005,94565,"pittsburg, ca",75,987,578,276,86.004531,84.4329605,87.57610081,45,0.0976,4,0.4063,13,-26,0.3277,0.1747,1.7753,480050,0.0268,0.0219,1.455
202005,94580,"san lorenzo, ca",4927,787,,-452,88.170749,99.78054651,76.56095144,15,-0.6341,-26,-0.4643,-13,-56,0.1289,-0.3967,1.427,724050,0.0162,0.1147,2.1946
202005,94578,"san leandro, ca",1838,815,-445,1286,87.848648,99.17174005,76.52555571,21,-0.4,-14,-0.4324,-16,-50,-0.2485,0.0367,1.427,800000,0.1041,0.1428,2.4248
202005,94508,"angwin, ca",16403,10464,,4311,31.335835,55.66331587,7.008353391,65,0.5116,22,-0.3627,-37,-6,0.0149,0.7,0.382,1450050,-0.0327,-0.0199,4.3953
202005,94523,"pleasant hill, ca",2019,683,-181,-299,89.289254,92.80758884,85.77091887,36,0.1613,5,0.44,11,-35,0.1311,-0.1144,1.6966,775050,0.041,-0.0577,2.3492
202005,94610,"oakland, ca",1626,2874,-251,-1561,72.334702,98.06031431,46.60908962,25,-0.359,-14,0.1628,3.5,-46,-0.0847,-0.2603,0.9101,999050,0.001,-0.023,3.0282
202005,94507,"alamo, ca",7738,1171,507,778,84.362169,85.53022795,83.19411015,44,-0.0638,-3,0.1282,5,-27,0.007,0.0438,1.6067,1900050,-0.0732,-0.0716,5.7593
202005,94546,"castro valley, ca",1110,196,968,241,95.048138,95.15786493,94.93841144,32,-0.2727,-12,0.4222,9.5,-39,0.2331,0.2968,2.2584,850588,-0.028,0.1371,2.5782
202005,94706,"albany, ca",5769,1785,,-1110,79.520034,99.78054651,59.25952145,15,-0.4118,-10.5,-0.2308,-4.5,-56,-0.0892,-0.2595,1.0899,850050,0.2611,0.0982,2.5765
202005,94542,"hayward, ca",8408,195,,2641,95.055217,96.63032706,93.4801076,29,-0.3763,-17.5,-0.2564,-10,-42,0.4651,0.7182,2.1236,1075050,-0.1728,-0.0921,3.2586
202005,94583,"san ramon, ca",2435,494,-373,1106,91.161688,97.09755062,85.22582472,28,0.2727,6,-0.0175,-0.5,-43,-0.0658,0.3484,1.6742,978938,0.0046,0.015,2.9672
202005,94561,"oakley, ca",2505,1892,632,-452,78.787342,65.89975931,91.67492567,58,0.1485,7.5,1.0351,29.5,-13,0.4568,0.5259,1.9888,550050,-0.0162,0.0103,1.6672
202005,94596,"walnut creek, ca",4700,4647,-1967,-3280,62.756619,67.47132946,58.04190854,57,0.2809,12.5,1.28,32,-14,-0.0452,-0.1518,1.0674,899050,-0.0198,0.0671,2.7251
202005,94598,"walnut creek, ca",3784,475,-425,129,91.409458,97.09755062,85.72136486,28,0.1667,4,0.2174,5,-43,-0.2469,0.0671,1.6966,839050,-0.2066,-0.1386,2.5432
202005,94530,"el cerrito, ca",3965,1556,,-1031,81.194252,96.07107461,66.31742885,30,0,0,1.1429,16,-41,0.0093,-0.194,1.2135,995050,0.0827,0.141,3.0161
202005,94506,"danville, ca",5208,730,-175,1581,88.875124,95.15786493,82.59238284,32,-0.0725,-2.5,-0.1233,-4.5,-39,-0.0174,0.2314,1.5843,1700040,-0.0275,0.0461,5.153
202005,94577,"san leandro, ca",943,1723,-209,-783,80.04743,67.47132946,92.62353108,57,0.3902,16,0.7813,25,-14,0.5124,0.1883,2.0562,799938,0.0011,0.0853,2.4246
202005,94607,"oakland, ca",3432,7856,2535,-3,46.761291,71.35070084,22.17188164,55,-0.1057,-6.5,0.1828,8.5,-16,0.5429,-0.122,0.6067,739050,0.0836,0.13,2.2401
202005,94619,"oakland, ca",4588,1647,3430,-895,80.514654,92.80758884,68.22171882,36,-0.3898,-23,0.9459,17.5,-35,0.2265,-0.119,1.2472,899050,0.0576,0.24,2.7251
202005,94509,"antioch, ca",384,457,-43,283,91.589976,92.80758884,90.37236302,36,0.1077,3.5,0.5319,12.5,-35,0.1684,0.2639,1.9101,429050,0.0094,-0.0368,1.3004
202005,94517,"clayton, ca",8461,749,-202,2203,88.691066,91.15106895,86.23106329,38,0.027,1,-0.1364,-6,-33,-0.0613,0.2,1.7191,849550,-0.0551,-0.0503,2.575
202005,94022,"los altos, ca",6036,6043,2328,-3618,55.755345,81.11992071,30.3907688,47,-0.1826,-10.5,1.0889,24.5,-24,0.2,-0.2674,0.7079,3995050,0.0382,-8.00E-04,12.1097
202005,95050,"santa clara, ca",1758,6295,-2989,3652,54.682854,89.81311058,19.55259805,40,0.25,8,-0.1111,-5,-31,-0.2662,0.4167,0.573,1199050,4.00E-04,-0.0724,3.6344
202005,94608,"emeryville, ca",1753,6868,-1412,-3716,51.787484,80.30581906,23.26914909,48,0.0435,2,0.7455,20.5,-23,-0.1603,-0.3125,0.618,699050,-0.0425,0,2.1188
202004,94609,"oakland, ca",4363,2776,,-48,74.32926,96.64278691,52.01573255,24.5,-0.3099,-11,-0.2222,-7,-37.5,-0.2727,-0.2539,1,1034494,0.0355,0.0895,3.2326
202004,94509,"antioch, ca",384,414,783,525,91.747436,91.52268577,91.9721871,32.5,-0.1096,-4,0.1404,4,-29.5,-0.0459,0.0393,2.0208,425050,-0.0219,-0.0057,1.3281
202004,94087,"sunnyvale, ca",480,4267,,796,65.707965,98.08961933,33.32630987,21,0.05,1,0.0244,0.5,-41,-0.1805,-0.018,0.7569,1998050,0.0283,0.0628,6.2438
202004,94545,"hayward, ca",4571,59,65,314,97.092288,96.64278691,97.54178958,24.5,0.225,4.5,0.2564,5,-37.5,-0.0974,0.3142,2.7014,704025,-0.0461,0.0071,2.1999
202004,94806,"san pablo, ca",573,1539,-777,-647,82.5748,77.85503582,87.29456384,43,0.4828,14,0.8298,19.5,-19,-0.1107,-0.0191,1.7847,499050,0,0.0499,1.5594
202004,94595,"walnut creek, ca",4345,3911,-1877,-2840,67.600787,72.55232476,62.64924849,46.5,0.6034,17.5,0.7222,19.5,-15.5,-0.148,-0.3552,1.1597,596045,0.0605,-0.0372,1.8625
202004,94607,"oakland, ca",3432,10391,-3214,-6060,31.686332,50.842815,12.5298497,61.5,0.5185,21,0.8923,29,-0.5,-0.2632,-0.4928,0.4861,682050,0.0428,0.0044,2.1313
202004,94608,"emeryville, ca",1753,5456,-1821,-3073,59.386852,73.45132743,45.32237674,46,0.3731,12.5,0.9167,22,-16,-0.1548,-0.2108,0.9097,730050,0.0153,0.0436,2.2813
202004,94611,"oakland, ca",894,560,-168,51,90.427026,92.48489956,88.36915297,31.5,0.5366,11,0.4,9,-30.5,-0.1344,-0.0737,1.8333,1324550,-0.0505,-0.025,4.1391
202004,94301,"palo alto, ca",5849,3880,2261,-367,67.762326,67.453294,68.07135834,50,-0.0291,-1.5,0.3889,14,-12,0.183,-0.0109,1.2569,4450050,0.0808,0.1024,13.9063
202004,94040,"mountain view, ca",1859,6300,-1584,-1422,55.000702,90.44809664,19.55330805,33.5,0.5581,12,0.4565,10.5,-28.5,-0.2075,-0.3171,0.5833,1685930,-0.0237,-0.0711,5.2684
202004,94566,"pleasanton, ca",1308,3005,-615,-709,72.734935,64.35594887,81.11392049,52,0.253,10.5,0.7049,21.5,-10,-0.0586,0.1538,1.5625,1295000,0.0145,-0.0829,4.0467
202004,94506,"danville, ca",5208,555,-260,1541,90.472679,89.41564827,91.52970923,34.5,0.6429,13.5,-0.0143,-0.5,-27.5,-0.1223,0.287,1.9931,1748050,0.0334,0.0289,5.4625
202004,94596,"walnut creek, ca",4700,2680,-1742,-1091,74.859531,75.51622419,74.20283748,44.5,0.8936,21,0.3485,11.5,-17.5,-0.2008,-0.2287,1.3819,917244,-0.0355,0.2303,2.8662
202004,94577,"san leandro, ca",943,1514,-486,-1322,82.704734,80.79084141,84.61862621,41,0.2615,8.5,1.4118,24,-21,-0.1538,-0.3598,1.6806,799050,0.099,0.1639,2.4969
202004,94597,"walnut creek, ca",3891,1000,-741,-287,86.739711,89.41564827,84.063773,34.5,0.7692,15,0.2105,6,-27.5,-0.2866,-0.1787,1.6597,859550,-0.0337,0.0208,2.6859
202004,94603,"oakland, ca",4769,1961,453,-1262,79.48799,80.79084141,78.18513836,41,0.1081,4,0.907,19.5,-21,0.0047,-0.263,1.4792,528050,0.0581,0.1,1.65
202004,94086,"sunnyvale, ca",635,5882,-1881,501,57.279815,93.60162944,20.95799972,30,1.3077,17,0.3043,7,-32,-0.2627,-0.0114,0.6042,1415988,-0.0623,-0.056,4.4248
202004,94533,"fairfield, ca",199,2280,-1105,-1470,77.293159,73.45132743,81.13499087,46,0.3529,12,1.7879,29.5,-16,-0.1964,-0.1279,1.5625,472525,0.0677,0.1143,1.4765
202004,94563,"orinda, ca",6671,3781,-2353,-2082,68.222363,64.35594887,72.08877651,52,0.4857,17,0.3684,14,-10,-0.2755,-0.2809,1.3333,2499757.5,0.0238,0.3701,7.8116
202004,94551,"livermore, ca",1974,647,-4,351,89.693075,87.77918247,91.60696727,36,0.1077,3.5,0.1613,5,-26,-0.1955,-0.0972,2,795050,0.0205,0.112,2.4844
202004,94553,"martinez, ca",700,194,-106,73,94.532238,92.48489956,96.57957578,31.5,0.6579,12.5,0.1455,4,-30.5,-0.2194,-0.2652,2.5208,599050,0.017,-0.018,1.8719
202004,94605,"oakland, ca",1418,3737,-1389,-2585,68.376879,67.453294,69.30046355,50,0.3514,13,0.9231,24,-12,-0.1442,-0.2301,1.2778,594050,-0.0083,-0.005,1.8563
202004,94568,"dublin, ca",1043,2095,-1088,-903,78.504706,91.52268577,65.48672566,32.5,0.413,9.5,0.2745,7,-29.5,-0.278,-0.2402,1.2083,971422.5,0.0364,0.0236,3.0355
202004,94621,"oakland, ca",4713,2165,-226,994,77.999017,65.1425762,90.85545723,51.5,0.7167,21.5,0.0729,3.5,-10.5,0.3873,0.1694,1.9653,487550,-0.0151,0.1676,1.5234
202004,94561,"oakley, ca",2505,2524,-465,-1109,75.821745,66.72987779,84.91361146,50.5,0.2169,9,0.5538,18,-11.5,-0.0725,-0.083,1.6875,559093,-0.0183,0.0548,1.747
202004,94544,"hayward, ca",242,888,-403,1242,87.624666,86.44472538,88.80460739,37,0.3704,10,0.1935,6,-25,-0.163,0.3088,1.8542,696489,-0.0049,0.0174,2.1764
202004,94602,"oakland, ca",2916,2117,33,-1581,78.39233,75.51622419,81.26843658,44.5,0.3692,12,0.7451,19,-17.5,0.1078,-0.2042,1.5694,814050,0.0311,0.0882,2.5438
202004,94549,"lafayette, ca",3882,2447,-817,-1959,76.260711,59.86093552,92.66048602,55,0.2941,12.5,0.9643,27,-7,-0.0538,-0.1232,2.0764,1874050,-0.0265,0.1165,5.8563
202004,94022,"los altos, ca",6036,8371,-1247,-5122,43.759657,56.51074589,31.00856862,57.5,0.2366,11,0.6429,22.5,-4.5,-0.0789,-0.4415,0.7292,3848050,-0.0368,-0.1813,12.025
202004,94618,"oakland, ca",6117,1187,,,85.338531,98.37055766,72.30650372,20,0.25,4,0.2121,3.5,-42,-0.1345,-0.3545,1.3403,1187550,-0.1487,-0.1765,3.7109
202004,94619,"oakland, ca",4588,5077,-2460,-4824,61.321815,54.6705998,67.97302992,59,0.5733,21.5,2.1053,40,-3,-0.1171,-0.4396,1.2569,850050,0.0316,0.216,2.6563
202004,94519,"concord, ca",6594,253,,32,93.72454,93.84042703,93.6086529,29.5,1.0345,15,0.5128,10,-32.5,-0.2995,-0.1089,2.1597,592050,-0.0174,-0.0125,1.85
202004,94588,"pleasanton, ca",3268,1102,-712,732,86.009271,86.44472538,85.57381655,37,0.7619,16,0.6087,14,-25,-0.1981,0.235,1.7153,1052550,-0.0848,-0.0417,3.2891
202004,94520,"concord, ca",2603,33,431,668,97.791122,97.49964883,98.08259587,22,-0.3333,-11,-0.2,-5.5,-40,-0.1633,0.3099,2.8472,528550,0.1197,0.2954,1.6516
202004,94601,"oakland, ca",1526,7284,-1309,-2050,49.803343,48.01938475,51.58730159,63.5,0.4941,21,0.9538,31,1.5,0.126,-0.1118,0.9931,552025,-0.04,-0.0785,1.7249
202004,95128,"san jose, ca",2246,3694,-834,246,68.629723,87.18218851,50.07725804,36.5,1.0278,18.5,1.2813,20.5,-25.5,-0.0667,0.0526,0.9722,990075,-0.1342,-0.0782,3.0938
202004,94531,"antioch, ca",2632,1732,269,-993,81.198202,77.15971344,85.23669055,43.5,0.3182,10.5,0.7059,18,-18.5,0.1502,-0.1581,1.7014,544995,-0.0101,0.0196,1.703
202004,94523,"pleasant hill, ca",2019,502,-81,-30,90.865992,92.95547127,88.77651356,31,0.0877,2.5,0.1071,3,-31,-0.2604,-0.2842,1.8542,744525,-7.00E-04,-0.0893,2.3265
202004,94583,"san ramon, ca",2435,121,15,389,95.880742,97.49964883,94.26183453,22,0.0732,1.5,0.0233,0.5,-40,-0.2441,0.1076,2.2153,974500,-0.025,0.0257,3.0452
202004,94804,"richmond, ca",1901,1495,-983,2324,82.817109,97.61202416,68.02219413,21.5,0.1316,2.5,-0.4416,-17,-40.5,-0.3489,0.0585,1.2569,498550,-0.001,-0.0016,1.5578
202004,94526,"danville, ca",2987,374,-21,130,92.22152,90.0337126,94.40932715,34,0.4167,10,0.2593,7,-28,-0.0331,-0.0802,2.2292,1422550,0.0168,0.0968,4.4453
202004,94507,"alamo, ca",7738,1678,-858,503,81.521281,71.94830735,91.09425481,47,0.3623,12.5,0.119,5,-15,-0.172,0.0143,1.9722,2050049,-0.0233,-0.0778,6.4062
202004,95129,"san jose, ca",1950,6433,-2322,-1180,54.32645,94.21969378,14.43320691,29,0.6111,11,0.2609,6,-33,-0.3729,-0.2128,0.5139,1883494,-0.0314,0.2155,5.8858
202004,94550,"livermore, ca",864,311,637,-17,92.772861,87.77918247,97.76654024,36,-0.0526,-2,0.5319,12.5,-26,-0.0149,0.0559,2.7569,970000,0.1778,0.0319,3.0311
202004,94513,"brentwood, ca",584,2544,-164,-1635,75.723416,72.55232476,78.89450766,46.5,0.1341,5.5,0.55,16.5,-15.5,-0.089,-0.2662,1.4931,692050,0.0147,0.0886,2.1625
202004,94598,"walnut creek, ca",3784,50,90,345,97.35918,96.86753758,97.85082174,24,0.2973,5.5,-0.04,-1,-38,0.0025,0.1392,2.7847,1057550,-0.028,0.0964,3.3047
202004,94043,"mountain view, ca",2380,5621,-1530,2264,58.522967,93.84042703,23.20550639,29.5,0.3409,7.5,-0.2237,-8.5,-32.5,-0.2541,-0.0319,0.6319,1674050,0.0988,0.1175,5.2313
202004,94587,"union city, ca",338,2496,316,-690,75.958702,83.10155921,68.81584492,39.5,0.1286,4.5,1.1944,21.5,-22.5,-0.0108,-0.0804,1.2708,879489,0.0203,0.064,2.7482
202004,94803,"el sobrante, ca",4742,494,478,1231,90.929204,90.97485602,90.88355106,33,-0.0704,-2.5,-0.1951,-8,-29,-0.145,-0.1372,1.9653,597550,0.1658,0.0547,1.8672
202004,94582,"san ramon, ca",2023,804,6,1153,88.30243,90.97485602,85.63000421,33,0.4043,9.5,0.2222,6,-29,-0.0426,0.2602,1.7153,1114050,-0.0972,-0.0351,3.4813
202004,95054,"santa clara, ca",4894,5428,,-590,59.54488,92.95547127,26.13428852,31,3.1333,23.5,0.24,6,-31,-0.5493,-0.1504,0.6667,1138450,-0.0512,0.0052,3.5575
202004,95051,"santa clara, ca",416,3091,-221,446,72.166035,95.67354966,48.65851945,26.5,0.5588,9.5,0.0192,0.5,-35.5,-0.0805,-0.1046,0.9514,1398994,0.0164,0.1658,4.3717
202004,94517,"clayton, ca",8461,547,-149,1314,90.571007,86.44472538,94.69728895,37,0.3704,10,-0.0633,-2.5,-25,-0.0712,0.1439,2.2639,899050,-0.0684,-0.0196,2.8094
202004,94610,"oakland, ca",1626,2623,-463,-2019,75.224751,84.03567917,66.41382217,39,0.1642,5.5,0.9024,18.5,-23,-0.149,-0.4399,1.2292,998050,0.1101,-0.0329,3.1188
202004,94565,"pittsburg, ca",75,1565,-451,-514,82.367608,80.79084141,83.94437421,41,0.2239,7.5,0.5472,14.5,-21,-0.159,-0.1377,1.6528,467525,-0.0054,0.0021,1.4609
202004,95050,"santa clara, ca",1758,3306,-2052,4776,70.803484,91.98623402,49.62073325,32,0.8824,15,-0.1233,-4.5,-30,-0.3474,0.716,0.9653,1198550,-4.00E-04,-0.0366,3.7453
202004,95126,"san jose, ca",1777,3011,-1855,938,72.699817,93.29259727,52.10703751,30.5,0.8485,14,0.525,10.5,-31.5,-0.3394,0.0667,1,973994,0.0052,-0.0259,3.0436
202004,94028,"portola valley, ca",11414,8407,-2068,-378,43.615676,53.84885518,33.38249754,59.5,0.5867,22,0.2396,11.5,-2.5,0.0481,-0.0354,0.7569,4687050,0.0017,0.2174,14.6469
202004,94541,"hayward, ca",334,551,11,1218,90.500773,85.89689563,95.10464953,37.5,0.4151,11,0.1194,4,-24.5,0.096,0.3293,2.2986,659500,-0.0463,-0.0463,2.0608
202004,94521,"concord, ca",1439,408,209,152,91.842253,90.0337126,93.65079365,34,0.1724,5,0.2364,6.5,-28,-0.0032,0,2.1597,715000,0.0222,0.0916,2.2342
202004,94578,"san leandro, ca",1838,370,526,674,92.239079,89.00828768,95.46986936,35,-0.0141,-0.5,0.1475,4.5,-27,-0.0343,0.1901,2.3472,724548.5,0.0584,0.0694,2.2641
202004,94303,"palo alto, ca",2385,4692,-1317,-246,63.344571,86.44472538,40.24441635,37,0.9474,18,-0.1084,-4.5,-25,-0.1168,-0.2798,0.8403,1394550,-0.0927,0.0142,4.3578
202004,94025,"menlo park, ca",1330,5074,-802,-1178,61.328838,82.35707262,40.30060402,40,0.194,6.5,0.3559,10.5,-22,-0.1295,-0.1769,0.8403,2479050,-0.0458,0.0366,7.7469
202004,94546,"castro valley, ca",1110,1164,-433,-1002,85.521141,76.30987498,94.73240624,44,0.1892,7,1.3784,25.5,-18,-0.3292,-0.2401,2.2639,875050,0.0034,0.1327,2.7344
202004,94518,"concord, ca",3998,1689,-650,367,81.461582,72.55232476,90.3708386,46.5,0.24,9,0.274,10,-15.5,-0.2119,0.069,1.9375,650050,8.00E-04,-0.0151,2.0313
202004,94306,"palo alto, ca",3515,3871,-467,-1888,67.818514,87.18218851,48.45483916,36.5,0.973,18,1.2813,20.5,-25.5,0.0074,-0.2554,0.9514,2774550,-0.0175,-0.1867,8.6703
202004,94801,"richmond, ca",4554,5515,-2857,1922,59.119961,71.94830735,46.29161399,47,0.2051,8,0.0682,3,-15,-0.3667,0.1271,0.9236,535050,-0.0273,-0.1119,1.6719
202003,94523,"pleasant hill, ca",2019,421,-336,-104,93.294348,92.03025422,94.55844247,28.5,0.7813,12.5,-0.1094,-3.5,-31,-0.2286,0.1211,2.3907,745050,-0.0436,-0.0119,2.3285
202003,94545,"hayward, ca",4571,124,-66,434,97.380769,97.5138315,97.24770642,20,0.8182,9,-0.375,-12,-39.5,-0.1021,0.4367,2.8543,738050,-0.0763,0.0711,2.3066
202003,95050,"santa clara, ca",1758,1254,,4847,85.751803,98.56432523,72.93928146,17,1.125,9,-0.4688,-15,-42.5,-0.4083,1.3152,1.4106,1199050,8.00E-04,1.00E-04,3.7475
202003,94804,"richmond, ca",1901,512,424,2481,92.065271,97.79396316,86.33657819,19,0.0556,1,-0.4722,-17,-40.5,0.0146,0.8052,1.8411,499050,-0.1382,0.0439,1.5596
202003,94565,"pittsburg, ca",75,1114,-759,-466,86.805799,86.35758807,87.25400938,33.5,0.8611,15.5,0.1964,5.5,-26,-0.1868,-0.0987,1.8742,470050,0.0108,0.022,1.469
202003,94043,"mountain view, ca",2380,4091,-1104,2465,66.916451,96.6034036,37.22949786,22,0.5714,8,-0.2143,-6,-37.5,-0.2907,0.7429,0.8079,1523550,-0.0158,0.0308,4.7617
202003,94578,"san leandro, ca",1838,896,,313,88.770222,83.7593669,93.78107711,35.5,1.3667,20.5,-0.0405,-1.5,-24,-0.1117,0.2411,2.3179,684550,-0.022,0.0549,2.1394
202003,94598,"walnut creek, ca",3784,140,-139,12,97.156664,98.00406191,96.30926535,18.5,1.3125,10.5,-0.119,-2.5,-41,-0.4536,0.2903,2.649,1088050,0.0891,0.1453,3.4005
202003,95051,"santa clara, ca",416,2870,-118,446,73.996778,98.56432523,49.42923174,17,0.2143,3,-0.2273,-5,-42.5,-0.1629,0.0956,0.9868,1376447.5,0.0629,0.1499,4.3019
